id	simp	current_unit	target_unit	manifest_id	manifest_old	tag	match_mode
L7-0312	猜想	b79-m1-comparison-evaluation	b7-academic-logic	L7-0279	b79-m1-comparison-evaluation		simp
L7-0313	才华	b79-m1-comparison-evaluation					unmapped
L7-0314	财经	b79-m1-comparison-evaluation					unmapped
L7-0315	财力	b79-m1-comparison-evaluation					unmapped
L7-0316	财务	b79-m1-comparison-evaluation	b7-finance-business	L7-0282	b79-m1-comparison-evaluation		simp
L7-0317	财物	b79-m1-comparison-evaluation					unmapped
L7-0318	财政	b79-m1-comparison-evaluation	b7-politics-finance	L7-0283	b79-m1-comparison-evaluation		simp
L7-0319	裁	b79-m1-comparison-evaluation					unmapped
L7-0320	裁定	b79-m1-comparison-evaluation					unmapped
L7-0321	裁决	b79-m1-comparison-evaluation					unmapped
L7-0322	采	b79-m1-comparison-evaluation					unmapped
L7-0323	采集	b79-m1-comparison-evaluation	b7-tech-science	L7-0286	b79-m1-comparison-evaluation		simp
L7-0324	采矿	b79-m1-comparison-evaluation					unmapped
L7-0325	彩电	b79-m1-comparison-evaluation					unmapped
L7-0326	彩虹	b79-m1-comparison-evaluation					unmapped
L7-0327	彩霞	b79-m1-comparison-evaluation					unmapped
L7-0328	菜市场	b79-m1-comparison-evaluation					unmapped
L7-0329	参见	b79-m1-comparison-evaluation					unmapped
L7-0330	参军	b79-m1-comparison-evaluation					unmapped
L7-0331	参谋	b79-m1-comparison-evaluation	b7-politics-military	L7-0289	b79-m1-comparison-evaluation		simp
L7-0332	参照	b79-m1-comparison-evaluation	b7-academic-logic	L7-0291	b79-m1-comparison-evaluation		simp
L7-0333	餐桌	b79-m1-comparison-evaluation					unmapped
L7-0334	残	b79-m1-comparison-evaluation					unmapped
L7-0335	残留	b79-m1-comparison-evaluation	b7-tech-science	L7-0293	b79-m1-comparison-evaluation		simp
L7-0336	残缺	b79-m1-comparison-evaluation	b7-general-formal	L7-0294	b79-m1-comparison-evaluation		simp
L7-0337	残忍	b79-m1-comparison-evaluation					unmapped
L7-0338	惭愧	b79-m1-comparison-evaluation	b7-social-emotions	L7-0295	b79-m1-comparison-evaluation		simp
L7-0339	惨白	b79-m1-comparison-evaluation					unmapped
L7-0340	惨痛	b79-m1-comparison-evaluation					unmapped
L7-0341	惨重	b79-m1-comparison-evaluation	b7-general-formal	L7-0296	b79-m1-comparison-evaluation		simp
L7-0342	灿烂	b79-m1-comparison-evaluation	b7-nature-geography	L7-0297	b79-m1-comparison-evaluation		simp
L7-0343	苍蝇	b79-m1-comparison-evaluation					unmapped
L7-0344	沧桑	b79-m1-comparison-evaluation					unmapped
L7-0345	舱	b79-m1-comparison-evaluation	b7-tech-transport	L7-0300	b79-m1-comparison-evaluation		simp
L7-0346	藏匿	b79-m1-comparison-evaluation					unmapped
L7-0347	藏品	b79-m1-comparison-evaluation					unmapped
L7-0348	藏身	b79-m1-comparison-evaluation					unmapped
L7-0349	操控	b79-m1-comparison-evaluation					unmapped
L7-0350	操劳	b79-m1-comparison-evaluation	b7-social-work	L7-0301	b79-m1-comparison-evaluation		simp
L7-0351	操心	b79-m1-comparison-evaluation					unmapped
L7-0352	槽	b79-m1-comparison-evaluation					unmapped
L7-0353	草案	b79-m1-comparison-evaluation	b7-politics-legal	L7-0305	b79-m1-comparison-evaluation		simp
L7-0354	草坪	b79-m1-comparison-evaluation					unmapped
L7-0355	侧面	b79-m1-comparison-evaluation	b7-general-formal	L7-0310	b79-m1-comparison-evaluation		simp
L7-0356	侧重	b79-m1-comparison-evaluation					unmapped
L7-0357	测算	b79-m1-comparison-evaluation					unmapped
L7-0358	测验	b79-m1-comparison-evaluation					unmapped
L7-0359	层出不穷	b79-m1-comparison-evaluation	b7-idioms-formal	L7-0311	b79-m1-comparison-evaluation		simp
L7-0360	蹭	b79-m1-comparison-evaluation					unmapped
L7-0361	差错	b79-m1-comparison-evaluation	b7-general-formal	L7-0323	b79-m1-comparison-evaluation		simp
L7-0362	差额	b79-m1-comparison-evaluation					unmapped
L7-0363	插手	b79-m1-comparison-evaluation					unmapped
L7-0364	插图	b79-m1-comparison-evaluation					unmapped
L7-0365	插嘴	b79-m1-comparison-evaluation					unmapped
L7-0366	茶道	b79-m1-comparison-evaluation					unmapped
L7-0367	茶馆儿	b79-m1-comparison-evaluation					unmapped
L7-0368	查处	b79-m1-comparison-evaluation					unmapped
L7-0369	查明	b79-m1-comparison-evaluation					unmapped
L7-0370	查找	b79-m1-comparison-evaluation					unmapped
L7-0371	察觉	b79-m1-comparison-evaluation	b7-social-emotions	L7-0320	b79-m1-comparison-evaluation		simp
L7-0372	察看	b79-m1-comparison-evaluation					unmapped
L7-0373	诧异	b79-m1-comparison-evaluation					unmapped
L7-0374	掺	b79-m1-comparison-evaluation					unmapped
L7-0375	搀	b79-m1-comparison-evaluation	b7-social-nuance	L7-0325	b79-m1-comparison-evaluation	polite	simp
L7-0376	馋	b79-m1-comparison-evaluation	b7-social-emotions	L7-0326	b79-m1-comparison-evaluation		simp
L7-0377	禅杖	b79-m1-comparison-evaluation					unmapped
L7-0378	缠	b79-m1-comparison-evaluation					unmapped
L7-0379	产	b79-m1-comparison-evaluation					unmapped
L7-0380	产地	b79-m1-comparison-evaluation					unmapped
L7-0381	产物	b79-m1-comparison-evaluation	b7-academic-logic	L7-0329	b79-m1-comparison-evaluation		simp
L7-0382	产值	b79-m1-comparison-evaluation					unmapped
L7-0383	铲	b79-m1-comparison-evaluation					unmapped
L7-0384	铲子	b79-m1-comparison-evaluation					unmapped
L7-0385	阐述	b79-m1-comparison-evaluation	b7-academic-logic	L7-0328	b79-m1-comparison-evaluation	polite	simp
L7-0386	颤抖	b79-m1-comparison-evaluation	b7-social-emotions	L7-0331	b79-m1-comparison-evaluation		simp
L7-0387	猖狂	b79-m1-comparison-evaluation					unmapped
L7-0388	长达	b79-m1-comparison-evaluation					unmapped
L7-0389	长期以来	b79-m1-comparison-evaluation					unmapped
L7-0390	长效	b79-m1-comparison-evaluation					unmapped
L7-0391	长征	b79-m1-comparison-evaluation					unmapped
L7-0392	长足	b79-m1-comparison-evaluation					unmapped
L7-0393	常理	b79-m1-comparison-evaluation					unmapped
L7-0394	常人	b79-m1-comparison-evaluation					unmapped
L7-0395	常态	b79-m1-comparison-evaluation	b7-academic-logic	L7-0339	b79-m1-comparison-evaluation		simp
L7-0396	常温	b79-m1-comparison-evaluation					unmapped
L7-0397	偿还	b79-m1-comparison-evaluation	b7-finance-business	L7-0334	b79-m1-comparison-evaluation		simp
L7-0398	嫦娥	b79-m1-comparison-evaluation					unmapped
L7-0399	厂家	b79-m1-comparison-evaluation					unmapped
L7-0400	敞开	b79-m1-comparison-evaluation					unmapped
L7-0401	畅谈	b79-m1-comparison-evaluation					unmapped
L7-0402	畅销	b79-m1-comparison-evaluation	b7-finance-business	L7-0344	b79-m1-comparison-evaluation		simp
L7-0403	倡议	b79-m1-comparison-evaluation	b7-social-nuance	L7-0346	b79-m1-comparison-evaluation	polite	simp
L7-0404	抄袭	b79-m1-comparison-evaluation					unmapped
L7-0405	钞票	b79-m1-comparison-evaluation					unmapped
L7-0406	超标	b79-m1-comparison-evaluation	b7-tech-science	L7-0348	b79-m1-comparison-evaluation		simp
L7-0407	超车	b79-m1-comparison-evaluation					unmapped
L7-0408	超前	b79-m1-comparison-evaluation	b7-tech-science	L7-0351	b79-m1-comparison-evaluation		simp
L7-0409	超速	b79-m1-comparison-evaluation	b7-tech-transport	L7-0353	b79-m1-comparison-evaluation		simp
L7-0410	朝代	b79-m1-comparison-evaluation	b7-culture-heritage	L7-0356	b79-m1-comparison-evaluation		simp
L7-0411	朝着	b79-m1-comparison-evaluation					unmapped
L7-0412	嘲弄	b79-m1-comparison-evaluation					unmapped
L7-0413	嘲笑	b79-m1-comparison-evaluation	b7-social-nuance	L7-0358	b79-m1-comparison-evaluation		simp
L7-0414	吵嘴	b79-m1-comparison-evaluation					unmapped
L7-0415	车道	b79-m1-comparison-evaluation	b7-tech-transport	L7-0365	b79-m1-comparison-evaluation		simp
L7-0416	车祸	b79-m1-comparison-evaluation					unmapped
L7-0417	车间	b79-m1-comparison-evaluation					unmapped
L7-0418	车轮	b79-m1-comparison-evaluation					unmapped
L7-0419	车速	b79-m1-comparison-evaluation					unmapped
L7-0420	车位	b79-m1-comparison-evaluation					unmapped
L7-0421	车厢	b79-m1-comparison-evaluation	b7-tech-transport	L7-0369	b79-m1-comparison-evaluation		simp
L7-0422	车型	b79-m1-comparison-evaluation					unmapped
L7-0423	车轴	b79-m1-comparison-evaluation					unmapped
L7-0424	扯	b79-m1-comparison-evaluation					unmapped
L7-0425	彻夜	b79-m1-comparison-evaluation					unmapped
L7-0426	撤	b79-m1-comparison-evaluation	b7-politics-military	L7-0360	b79-m1-comparison-evaluation		simp
L7-0427	撤换	b79-m1-comparison-evaluation					unmapped
L7-0428	沉甸甸	b79-m1-comparison-evaluation					unmapped
L7-0429	沉淀	b79-m1-comparison-evaluation	b7-tech-science	L7-0373	b79-m1-comparison-evaluation		simp
L7-0430	沉浸	b79-m1-comparison-evaluation	b7-social-emotions	L7-0374	b79-m1-comparison-evaluation		simp
L7-0431	沉闷	b79-m1-comparison-evaluation	b7-social-emotions	L7-0375	b79-m1-comparison-evaluation		simp
L7-0432	沉迷	b79-m1-comparison-evaluation					unmapped
L7-0433	沉思	b79-m1-comparison-evaluation	b7-academic-logic	L7-0377	b79-m1-comparison-evaluation		simp
L7-0434	沉稳	b79-m1-comparison-evaluation					unmapped
L7-0435	沉着	b79-m1-hypothesis-speculation					unmapped
L7-0436	陈旧	b79-m1-hypothesis-speculation					unmapped
L7-0437	陈列	b79-m1-hypothesis-speculation	b7-culture-heritage	L7-0379	b79-m1-comparison-evaluation		simp
L7-0438	陈述	b79-m1-hypothesis-speculation	b7-academic-logic	L7-0380	b79-m1-comparison-evaluation	polite	simp
L7-0439	衬托	b79-m1-hypothesis-speculation					unmapped
L7-0440	趁	b79-m1-hypothesis-speculation					unmapped
L7-0441	趁机	b79-m1-hypothesis-speculation					unmapped
L7-0442	趁早	b79-m1-hypothesis-speculation					unmapped
L7-0443	趁着	b79-m1-hypothesis-speculation					unmapped
L7-0444	称呼	b79-m1-hypothesis-speculation					unmapped
L7-0445	称作	b79-m1-hypothesis-speculation					unmapped
L7-0446	成才	b79-m1-hypothesis-speculation					unmapped
L7-0447	成家	b79-m1-hypothesis-speculation					unmapped
L7-0448	成年	b79-m1-hypothesis-speculation					unmapped
L7-0449	成年	b79-m1-hypothesis-speculation					unmapped
L7-0450	成千上万	b79-m1-hypothesis-speculation					unmapped
L7-0451	成群结队	b79-m1-hypothesis-speculation					unmapped
L7-0452	成天	b79-m1-hypothesis-speculation					unmapped
L7-0453	成问题	b79-m1-hypothesis-speculation					unmapped
L7-0454	成型	b79-m1-hypothesis-speculation					unmapped
L7-0455	呈现	b79-m1-hypothesis-speculation	b7-academic-logic	L7-0389	b79-m1-comparison-evaluation		simp
L7-0456	诚恳	b79-m1-hypothesis-speculation					unmapped
L7-0457	诚心诚意	b79-m1-hypothesis-speculation					unmapped
L7-0458	诚意	b79-m1-hypothesis-speculation					unmapped
L7-0459	诚挚	b79-m1-hypothesis-speculation					unmapped
L7-0460	承包	b79-m1-hypothesis-speculation					unmapped
L7-0461	承载	b79-m1-hypothesis-speculation					unmapped
L7-0462	城墙	b79-m1-hypothesis-speculation					unmapped
L7-0463	乘人之危	b79-m1-hypothesis-speculation					unmapped
L7-0464	盛	b79-m1-hypothesis-speculation					unmapped
L7-0465	惩处	b79-m1-hypothesis-speculation					unmapped
L7-0466	惩罚	b79-m1-hypothesis-speculation	b7-politics-legal	L7-0393	b79-m1-comparison-evaluation		simp
L7-0467	澄清	b79-m1-hypothesis-speculation	b7-academic-logic	L7-0394	b79-m1-comparison-evaluation		simp
L7-0468	橙汁	b79-m1-hypothesis-speculation					unmapped
L7-0469	逞能	b79-m1-hypothesis-speculation					unmapped
L7-0470	逞强	b79-m1-hypothesis-speculation					unmapped
L7-0471	秤	b79-m1-hypothesis-speculation	b7-finance-business	L7-0396	b79-m1-comparison-evaluation		simp
L7-0472	吃不上	b79-m1-hypothesis-speculation					unmapped
L7-0473	吃喝玩乐	b79-m1-hypothesis-speculation					unmapped
L7-0474	吃苦	b79-m1-hypothesis-speculation					unmapped
L7-0475	吃亏	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0398	b79-m1-comparison-evaluation		simp
L7-0476	痴呆	b79-m1-hypothesis-speculation					unmapped
L7-0477	痴迷	b79-m1-hypothesis-speculation					unmapped
L7-0478	痴心	b79-m1-hypothesis-speculation					unmapped
L7-0479	池塘	b79-m1-hypothesis-speculation	b7-nature-geography	L7-0402	b79-m1-comparison-evaluation		simp
L7-0480	驰名	b79-m1-hypothesis-speculation					unmapped
L7-0481	迟迟	b79-m1-hypothesis-speculation					unmapped
L7-0482	迟疑	b79-m1-hypothesis-speculation	b7-social-emotions	L7-0399	b79-m1-comparison-evaluation		simp
L7-0483	迟早	b79-m1-hypothesis-speculation					unmapped
L7-0484	持	b79-m1-hypothesis-speculation					unmapped
L7-0485	持久	b79-m1-hypothesis-speculation	b7-general-formal	L7-0400	b79-m1-comparison-evaluation		simp
L7-0486	持之以恒	b79-m1-hypothesis-speculation					unmapped
L7-0487	尺度	b79-m1-hypothesis-speculation					unmapped
L7-0488	耻辱	b79-m1-hypothesis-speculation					unmapped
L7-0489	耻笑	b79-m1-hypothesis-speculation					unmapped
L7-0490	赤字	b79-m1-hypothesis-speculation	b7-politics-finance	L7-0404	b79-m1-comparison-evaluation		simp
L7-0491	翅膀	b79-m1-hypothesis-speculation					unmapped
L7-0492	冲刺	b79-m1-hypothesis-speculation					unmapped
L7-0493	冲浪	b79-m1-hypothesis-speculation					unmapped
L7-0494	冲洗	b79-m1-hypothesis-speculation					unmapped
L7-0495	冲撞	b79-m1-hypothesis-speculation					unmapped
L7-0496	充	b79-m1-hypothesis-speculation					unmapped
L7-0497	充当	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0410	b79-m1-comparison-evaluation		simp
L7-0498	充沛	b79-m1-hypothesis-speculation	b7-general-formal	L7-0414	b79-m1-comparison-evaluation		simp
L7-0499	充实	b79-m1-hypothesis-speculation	b7-social-emotions	L7-0415	b79-m1-comparison-evaluation		simp
L7-0500	重播	b79-m1-hypothesis-speculation					unmapped
L7-0501	重叠	b79-m1-hypothesis-speculation	b7-tech-science	L7-0416	b79-m1-comparison-evaluation		simp
L7-0502	重返	b79-m1-hypothesis-speculation	b7-general-formal	L7-0417	b79-m1-comparison-evaluation		simp
L7-0503	重合	b79-m1-hypothesis-speculation					unmapped
L7-0504	重申	b79-m1-hypothesis-speculation	b7-politics-diplomacy	L7-0419	b79-m1-comparison-evaluation	polite	simp
L7-0505	重现	b79-m1-hypothesis-speculation					unmapped
L7-0506	崇高	b79-m1-hypothesis-speculation	b7-social-virtues	L7-0406	b79-m1-comparison-evaluation	polite	simp
L7-0507	崇尚	b79-m1-hypothesis-speculation					unmapped
L7-0508	宠	b79-m1-hypothesis-speculation					unmapped
L7-0509	宠爱	b79-m1-hypothesis-speculation					unmapped
L7-0510	抽签	b79-m1-hypothesis-speculation					unmapped
L7-0511	抽屉	b79-m1-hypothesis-speculation					unmapped
L7-0512	抽象	b79-m1-hypothesis-speculation					unmapped
L7-0513	仇	b79-m1-hypothesis-speculation					unmapped
L7-0514	仇恨	b79-m1-hypothesis-speculation					unmapped
L7-0515	仇人	b79-m1-hypothesis-speculation					unmapped
L7-0516	稠	b79-m1-hypothesis-speculation					unmapped
L7-0517	稠密	b79-m1-hypothesis-speculation					unmapped
L7-0518	愁眉苦脸	b79-m1-hypothesis-speculation					unmapped
L7-0519	筹	b79-m1-hypothesis-speculation					unmapped
L7-0520	筹办	b79-m1-hypothesis-speculation					unmapped
L7-0521	筹备	b79-m1-hypothesis-speculation	b7-finance-business	L7-0427	b79-m1-comparison-evaluation	polite	simp
L7-0522	筹措	b79-m1-hypothesis-speculation					unmapped
L7-0523	筹划	b79-m1-hypothesis-speculation					unmapped
L7-0524	筹集	b79-m1-hypothesis-speculation					unmapped
L7-0525	筹码	b79-m1-hypothesis-speculation					unmapped
L7-0526	丑恶	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0431	b79-m1-comparison-evaluation		simp
L7-0527	丑陋	b79-m1-hypothesis-speculation					unmapped
L7-0528	丑闻	b79-m1-hypothesis-speculation					unmapped
L7-0529	瞅	b79-m1-hypothesis-speculation					unmapped
L7-0530	出版社	b79-m1-hypothesis-speculation					unmapped
L7-0531	出厂	b79-m1-hypothesis-speculation					unmapped
L7-0532	出丑	b79-m1-hypothesis-speculation					unmapped
L7-0533	出道	b79-m1-hypothesis-speculation					unmapped
L7-0534	出发点	b79-m1-hypothesis-speculation					unmapped
L7-0535	出风头	b79-m1-hypothesis-speculation					unmapped
L7-0536	出境	b79-m1-hypothesis-speculation					unmapped
L7-0537	出局	b79-m1-hypothesis-speculation					unmapped
L7-0538	出具	b79-m1-hypothesis-speculation					unmapped
L7-0539	出口成章	b79-m1-hypothesis-speculation					unmapped
L7-0540	出卖	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0433	b79-m1-comparison-evaluation		simp
L7-0541	出毛病	b79-m1-hypothesis-speculation					unmapped
L7-0542	出难题	b79-m1-hypothesis-speculation					unmapped
L7-0543	出人意料	b79-m1-hypothesis-speculation					unmapped
L7-0544	出任	b79-m1-hypothesis-speculation					unmapped
L7-0545	出山	b79-m1-hypothesis-speculation					unmapped
L7-0546	出身	b79-m1-hypothesis-speculation	b7-social-culture	L7-0435	b79-m1-comparison-evaluation		simp
L7-0547	出示	b79-m1-hypothesis-speculation					unmapped
L7-0548	出手	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0438	b79-m1-comparison-evaluation		simp
L7-0549	出头	b79-m1-hypothesis-speculation					unmapped
L7-0550	出土	b79-m1-hypothesis-speculation					unmapped
L7-0551	出息	b79-m1-hypothesis-speculation	b7-social-virtues	L7-0439	b79-m1-comparison-evaluation		simp
L7-0552	出血	b79-m1-hypothesis-speculation					unmapped
L7-0553	出演	b79-m1-hypothesis-speculation					unmapped
L7-0554	出洋相	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0440	b79-m1-comparison-evaluation		simp
L7-0555	出游	b79-m1-hypothesis-speculation					unmapped
L7-0556	出众	b79-m1-hypothesis-speculation					unmapped
L7-0557	出主意	b79-m1-hypothesis-speculation					unmapped
L7-0558	出资	b79-m1-hypothesis-speculation					unmapped
L7-0559	出自	b79-m1-hypothesis-speculation	b7-academic-logic	L7-0441	b79-m1-comparison-evaluation		simp
L7-0560	出走	b79-m1-hypothesis-speculation					unmapped
L7-0561	初次	b79-m1-hypothesis-speculation					unmapped
L7-0562	初衷	b79-m1-hypothesis-speculation					unmapped
L7-0563	除此之外	b79-m1-hypothesis-speculation					unmapped
L7-0564	除去	b79-m1-hypothesis-speculation					unmapped
L7-0565	除外	b79-m1-hypothesis-speculation					unmapped
L7-0566	处方	b79-m1-hypothesis-speculation					unmapped
L7-0567	处境	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0450	b79-m1-comparison-evaluation		simp
L7-0568	处置	b79-m1-hypothesis-speculation					unmapped
L7-0569	储备	b79-m1-hypothesis-speculation	b7-politics-finance	L7-0446	b79-m1-comparison-evaluation		simp
L7-0570	储蓄	b79-m1-hypothesis-speculation	b7-finance-business	L7-0448	b79-m1-comparison-evaluation		simp
L7-0571	触动	b79-m1-hypothesis-speculation					unmapped
L7-0572	触犯	b79-m1-hypothesis-speculation					unmapped
L7-0573	触觉	b79-m1-hypothesis-speculation					unmapped
L7-0574	触摸	b79-m1-hypothesis-speculation					unmapped
L7-0575	触目惊心	b79-m1-hypothesis-speculation					unmapped
L7-0576	揣	b79-m1-hypothesis-speculation					unmapped
L7-0577	揣测	b79-m1-hypothesis-speculation					unmapped
L7-0578	揣摩	b79-m1-hypothesis-speculation					unmapped
L7-0579	踹	b79-m1-hypothesis-speculation					unmapped
L7-0580	川流不息	b79-m1-hypothesis-speculation					unmapped
L7-0581	穿过	b79-m1-hypothesis-speculation					unmapped
L7-0582	穿小鞋	b79-m1-hypothesis-speculation					unmapped
L7-0583	穿越	b79-m1-hypothesis-speculation					unmapped
L7-0584	穿着	b79-m1-hypothesis-speculation					unmapped
L7-0585	传承	b79-m1-hypothesis-speculation					unmapped
L7-0586	传奇	b79-m1-hypothesis-speculation					unmapped
L7-0587	传染	b79-m1-hypothesis-speculation					unmapped
L7-0588	传染病	b79-m1-hypothesis-speculation					unmapped
L7-0589	传人	b79-m1-hypothesis-speculation					unmapped
L7-0590	传授	b79-m1-hypothesis-speculation	b7-academic-work	L7-0456	b79-m1-comparison-evaluation	polite	simp
L7-0591	传闻	b79-m1-hypothesis-speculation					unmapped
L7-0592	船舶	b79-m1-hypothesis-speculation					unmapped
L7-0593	船桨	b79-m1-hypothesis-speculation					unmapped
L7-0594	喘	b79-m1-hypothesis-speculation					unmapped
L7-0595	喘息	b79-m1-hypothesis-speculation					unmapped
L7-0596	串门	b79-m1-hypothesis-speculation					unmapped
L7-0597	创伤	b79-m1-hypothesis-speculation					unmapped
L7-0598	床位	b79-m1-hypothesis-speculation					unmapped
L7-0599	创	b79-m1-hypothesis-speculation					unmapped
L7-0600	创始人	b79-m1-hypothesis-speculation					unmapped
L7-0601	吹了	b79-m1-hypothesis-speculation					unmapped
L7-0602	吹牛	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0468	b79-m1-comparison-evaluation		simp
L7-0603	吹捧	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0469	b79-m1-comparison-evaluation		simp
L7-0604	垂	b79-m1-hypothesis-speculation					unmapped
L7-0605	垂头丧气	b79-m1-hypothesis-speculation					unmapped
L7-0606	捶	b79-m1-hypothesis-speculation					unmapped
L7-0607	锤子	b79-m1-hypothesis-speculation					unmapped
L7-0608	纯粹	b79-m1-hypothesis-speculation	b7-academic-logic	L7-0473	b79-m1-comparison-evaluation		simp
L7-0609	纯洁	b79-m1-hypothesis-speculation	b7-social-virtues	L7-0472	b79-m1-comparison-evaluation		simp
L7-0610	纯朴	b79-m1-hypothesis-speculation					unmapped
L7-0611	醇厚	b79-m1-hypothesis-speculation					unmapped
L7-0612	蠢	b79-m1-hypothesis-speculation					unmapped
L7-0613	戳	b79-m1-hypothesis-speculation					unmapped
L7-0614	绰号	b79-m1-hypothesis-speculation					unmapped
L7-0615	瓷	b79-m1-hypothesis-speculation					unmapped
L7-0616	瓷器	b79-m1-hypothesis-speculation					unmapped
L7-0617	辞	b79-m1-hypothesis-speculation					unmapped
L7-0618	辞呈	b79-m1-hypothesis-speculation					unmapped
L7-0619	辞去	b79-m1-hypothesis-speculation					unmapped
L7-0620	辞退	b79-m1-hypothesis-speculation					unmapped
L7-0621	慈善	b79-m1-hypothesis-speculation	b7-social-culture	L7-0480	b79-m1-comparison-evaluation	polite	simp
L7-0622	慈祥	b79-m1-hypothesis-speculation	b7-social-emotions	L7-0481	b79-m1-comparison-evaluation	polite	simp
L7-0623	磁带	b79-m1-hypothesis-speculation	b7-tech-science	L7-0478	b79-m1-comparison-evaluation		simp
L7-0624	磁卡	b79-m1-hypothesis-speculation					unmapped
L7-0625	磁盘	b79-m1-hypothesis-speculation	b7-tech-science	L7-0479	b79-m1-comparison-evaluation		simp
L7-0626	此起彼伏	b79-m1-hypothesis-speculation					unmapped
L7-0627	次日	b79-m1-hypothesis-speculation					unmapped
L7-0628	伺候	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0486	b79-m1-comparison-evaluation		simp
L7-0629	刺耳	b79-m1-hypothesis-speculation					unmapped
L7-0630	刺骨	b79-m1-hypothesis-speculation					unmapped
L7-0631	刺绣	b79-m1-hypothesis-speculation					unmapped
L7-0632	赐	b79-m1-hypothesis-speculation					unmapped
L7-0633	赐教	b79-m1-hypothesis-speculation					unmapped
L7-0634	匆匆	b79-m1-hypothesis-speculation					unmapped
L7-0635	匆忙	b79-m1-hypothesis-speculation	b7-general-formal	L7-0487	b79-m1-comparison-evaluation		simp
L7-0636	葱	b79-m1-hypothesis-speculation					unmapped
L7-0637	从今以后	b79-m1-hypothesis-speculation					unmapped
L7-0638	从来不	b79-m1-hypothesis-speculation					unmapped
L7-0639	从容	b79-m1-hypothesis-speculation					unmapped
L7-0640	从容不迫	b79-m1-hypothesis-speculation					unmapped
L7-0641	从头	b79-m1-hypothesis-speculation					unmapped
L7-0642	从未	b79-m1-hypothesis-speculation					unmapped
L7-0643	从业	b79-m1-hypothesis-speculation					unmapped
L7-0644	从早到晚	b79-m1-hypothesis-speculation					unmapped
L7-0645	丛林	b79-m1-hypothesis-speculation					unmapped
L7-0646	凑	b79-m1-hypothesis-speculation	b7-general-formal	L7-0490	b79-m1-comparison-evaluation		simp
L7-0647	凑合	b79-m1-hypothesis-speculation	b7-social-nuance	L7-0491	b79-m1-comparison-evaluation		simp
L7-0648	凑巧	b79-m1-hypothesis-speculation					unmapped
L7-0649	粗暴	b79-m1-hypothesis-speculation					unmapped
L7-0650	粗糙	b79-m1-hypothesis-speculation					unmapped
L7-0651	粗鲁	b79-m1-hypothesis-speculation	b7-social-behavior	L7-0492	b79-m1-comparison-evaluation		simp
L7-0652	粗略	b79-m2-agreement-concession					unmapped
L7-0653	粗心大意	b79-m2-agreement-concession	b7-idioms-behavior	L7-0494	b79-m1-comparison-evaluation		simp
L7-0654	促成	b79-m2-agreement-concession					unmapped
L7-0655	簇拥	b79-m2-agreement-concession					unmapped
L7-0656	窜	b79-m2-agreement-concession					unmapped
L7-0657	催	b79-m2-agreement-concession	b7-social-nuance	L7-0496	b79-m1-comparison-evaluation		simp
L7-0658	催促	b79-m2-agreement-concession					unmapped
L7-0659	催眠	b79-m2-agreement-concession	b7-health-medical	L7-0497	b79-m1-comparison-evaluation		simp
L7-0660	摧毁	b79-m2-agreement-concession					unmapped
L7-0661	脆弱	b79-m2-agreement-concession	b7-social-emotions	L7-0499	b79-m1-comparison-evaluation		simp
L7-0662	翠绿	b79-m2-agreement-concession					unmapped
L7-0663	存放	b79-m2-agreement-concession					unmapped
L7-0664	存心	b79-m2-agreement-concession					unmapped
L7-0665	存折	b79-m2-agreement-concession					unmapped
L7-0666	搓	b79-m2-agreement-concession	b7-general-formal	L7-0503	b79-m1-comparison-evaluation		simp
L7-0667	磋商	b79-m2-agreement-concession	b7-politics-diplomacy	L7-0504	b79-m1-comparison-evaluation	polite	simp
L7-0669	措手不及	b79-m2-agreement-concession					unmapped
L7-0670	错别字	b79-m2-agreement-concession					unmapped
L7-0671	错觉	b79-m2-agreement-concession					unmapped
L7-0672	错位	b79-m2-agreement-concession					unmapped
L7-0673	错综复杂	b79-m2-agreement-concession					unmapped
L7-0674	搭乘	b79-m2-agreement-concession					unmapped
L7-0675	搭建	b79-m2-agreement-concession					unmapped
L7-0676	达标	b79-m2-agreement-concession					unmapped
L7-0677	答辩	b79-m2-agreement-concession	b7-academic-work	L7-0509	b79-m1-comparison-evaluation		simp
L7-0678	打岔	b79-m2-agreement-concession					unmapped
L7-0679	打倒	b79-m2-agreement-concession					unmapped
L7-0680	打盹儿	b79-m2-agreement-concession					unmapped
L7-0681	打交道	b79-m2-agreement-concession					unmapped
L7-0682	打搅	b79-m2-agreement-concession					unmapped
L7-0683	打捞	b79-m2-agreement-concession					unmapped
L7-0684	打量	b79-m2-agreement-concession	b7-social-behavior	L7-0514	b79-m1-comparison-evaluation		simp
L7-0685	打猎	b79-m2-agreement-concession	b7-culture-sports	L7-0515	b79-m1-comparison-evaluation		simp
L7-0686	打磨	b79-m2-agreement-concession					unmapped
L7-0687	打通	b79-m2-agreement-concession					unmapped
