id	simp	current_unit	manifest_old_unit	manifest_new_unit	tag	resolution	old_unit_matches_current
L7-0277	部署	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-politics-military		simp_fallback	yes
L7-0278	部位		b79-m1-comparison-evaluation	b7-health-medical		id_mismatch_no_simp	no
L7-0279	猜想	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	yes
L7-0280	才干		b79-m1-comparison-evaluation	b7-social-work		id_mismatch_no_simp	no
L7-0281	裁判		b79-m1-comparison-evaluation	b7-culture-sports		id_mismatch_no_simp	no
L7-0282	财务	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	yes
L7-0283	财政	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-politics-finance		simp_fallback	yes
L7-0284	裁员		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0285	采纳		b79-m1-comparison-evaluation	b7-academic-logic	polite	id_mismatch_no_simp	no
L7-0286	采集	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	yes
L7-0287	彩票		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0288	采访		b79-m1-comparison-evaluation	b7-culture-media		id_mismatch_no_simp	no
L7-0289	参谋	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-politics-military		simp_fallback	yes
L7-0290	参赛		b79-m1-comparison-evaluation	b7-culture-sports		id_mismatch_no_simp	no
L7-0291	参照	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	yes
L7-0292	残酷		b79-m1-comparison-evaluation	b7-social-nuance		id_mismatch_no_simp	no
L7-0293	残留	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	yes
L7-0294	残缺	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	yes
L7-0295	惭愧	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	yes
L7-0296	惨重	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	yes
L7-0297	灿烂	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-nature-geography		simp_fallback	yes
L7-0298	仓促		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0299	仓库		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0300	舱	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-transport		simp_fallback	yes
L7-0301	操劳	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-work		simp_fallback	yes
L7-0302	操练		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0303	操纵		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0304	操作		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0305	草案	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-politics-legal		simp_fallback	yes
L7-0306	草率		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0307	策划		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0308	策略		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0309	测量		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0310	侧面	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	yes
L7-0311	层出不穷	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-idioms-formal		simp_fallback	yes
L7-0312	层次		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0313	叉		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0314	差距		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0315	插座		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0316	查获		b79-m1-comparison-evaluation	b7-politics-legal		id_mismatch_no_simp	no
L7-0317	查封		b79-m1-comparison-evaluation	b7-politics-legal		id_mismatch_no_simp	no
L7-0318	查看		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0319	查阅		b79-m1-comparison-evaluation	b7-academic-work	polite	id_mismatch_no_simp	no
L7-0320	察觉	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	yes
L7-0321	刹车		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0322	岔		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0323	差错	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	yes
L7-0324	柴火		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0325	搀	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-nuance	polite	simp_fallback	yes
L7-0326	馋	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	yes
L7-0327	缠绕		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0328	阐述	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-academic-logic	polite	simp_fallback	yes
L7-0329	产物	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	yes
L7-0330	产业		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0331	颤抖	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	yes
L7-0332	昌盛		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0333	尝试		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0334	偿还	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	yes
L7-0335	常规		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0336	常年		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0337	常任		b79-m1-comparison-evaluation	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0338	常设		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0339	常态	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	yes
L7-0340	常务		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0341	厂商		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0342	场所		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0343	畅通		b79-m1-comparison-evaluation	b7-tech-infrastructure		id_mismatch_no_simp	no
L7-0344	畅销	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	yes
L7-0345	倡导		b79-m1-comparison-evaluation	b7-politics-society	polite	id_mismatch_no_simp	no
L7-0346	倡议	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-nuance	polite	simp_fallback	yes
L7-0347	抄写		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0348	超标	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	yes
L7-0349	超额		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0350	超级		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0351	超前	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	yes
L7-0352	超人		b79-m1-comparison-evaluation	b7-culture-media		id_mismatch_no_simp	no
L7-0353	超速	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-transport		simp_fallback	yes
L7-0354	超越		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0355	朝		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0356	朝代	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-culture-heritage		simp_fallback	yes
L7-0357	潮流		b79-m1-comparison-evaluation	b7-social-culture		id_mismatch_no_simp	no
L7-0358	嘲笑	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	yes
L7-0359	潮湿		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0360	撤	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-politics-military		simp_fallback	yes
L7-0361	撤出		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0362	撤回		b79-m1-comparison-evaluation	b7-politics-legal		id_mismatch_no_simp	no
L7-0363	撤离		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0364	撤销		b79-m1-comparison-evaluation	b7-politics-legal		id_mismatch_no_simp	no
L7-0365	车道	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-transport		simp_fallback	yes
L7-0366	车队		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0367	车库		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0368	车辆		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0369	车厢	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-transport		simp_fallback	yes
L7-0370	车展		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0371	彻底		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0372	沉		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0373	沉淀	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	yes
L7-0374	沉浸	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	yes
L7-0375	沉闷	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	yes
L7-0376	沉默		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0377	沉思	b79-m1-comparison-evaluation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	yes
L7-0378	沉重		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0379	陈列	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-culture-heritage		simp_fallback	no
L7-0380	陈述	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-academic-logic	polite	simp_fallback	no
L7-0381	称心如意		b79-m1-comparison-evaluation	b7-idioms-formal		id_mismatch_no_simp	no
L7-0382	称号		b79-m1-comparison-evaluation	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-0383	成本		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0384	成成交		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0385	成效		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0386	成心		b79-m1-comparison-evaluation	b7-social-nuance		id_mismatch_no_simp	no
L7-0387	成员		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0388	呈		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0389	呈现	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0390	乘		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0391	乘法		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0392	乘客		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0393	惩罚	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-politics-legal		simp_fallback	no
L7-0394	澄清	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0395	橙		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0396	秤	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0397	吃力		b79-m1-comparison-evaluation	b7-social-work		id_mismatch_no_simp	no
L7-0398	吃亏	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0399	迟疑	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	no
L7-0400	持久	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0401	持续		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0402	池塘	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-nature-geography		simp_fallback	no
L7-0403	赤道		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0404	赤字	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-politics-finance		simp_fallback	no
L7-0405	崇拜		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0406	崇高	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-virtues	polite	simp_fallback	no
L7-0407	崇敬		b79-m1-comparison-evaluation	b7-social-emotions	polite	id_mismatch_no_simp	no
L7-0408	宠物		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0409	冲突		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0410	充当	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0411	充电器		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0412	充分		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0413	充满		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0414	充沛	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0415	充实	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	no
L7-0416	重叠	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0417	重返	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0418	重复		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0419	重申	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-politics-diplomacy	polite	simp_fallback	no
L7-0420	重视		b79-m1-comparison-evaluation	b7-academic-logic	polite	id_mismatch_no_simp	no
L7-0421	重提		b79-m1-comparison-evaluation	b7-social-nuance		id_mismatch_no_simp	no
L7-0422	重温		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0423	重新		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0424	重阳节		b79-m1-comparison-evaluation	b7-culture-holidays		id_mismatch_no_simp	no
L7-0425	重组		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0426	抽样		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0427	筹备	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-finance-business	polite	simp_fallback	no
L7-0428	筹号		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0429	筹款		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0430	踌躇		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0431	丑恶	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0432	出路		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0433	出卖	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0434	出色		b79-m1-comparison-evaluation	b7-social-virtues	polite	id_mismatch_no_simp	no
L7-0435	出身	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-culture		simp_fallback	no
L7-0436	出神		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0437	出事		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0438	出手	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0439	出息	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-virtues		simp_fallback	no
L7-0440	出洋相	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0441	出自	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0442	初步		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0443	初级		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0444	除		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0445	厨房		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0446	储备	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-politics-finance		simp_fallback	no
L7-0447	储藏		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0448	储蓄	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0449	处分		b79-m1-comparison-evaluation	b7-politics-legal		id_mismatch_no_simp	no
L7-0450	处境	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0451	处事		b79-m1-comparison-evaluation	b7-social-behavior		id_mismatch_no_simp	no
L7-0452	处理		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0453	处世		b79-m1-comparison-evaluation	b7-social-behavior		id_mismatch_no_simp	no
L7-0454	处于		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0455	传单		b79-m1-comparison-evaluation	b7-culture-media		id_mismatch_no_simp	no
L7-0456	传授	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-academic-work	polite	simp_fallback	no
L7-0457	传说		b79-m1-comparison-evaluation	b7-culture-heritage		id_mismatch_no_simp	no
L7-0458	传真		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0459	船只		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0460	喘气		b79-m1-comparison-evaluation	b7-health-medical		id_mismatch_no_simp	no
L7-0461	串		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0462	窗帘		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0463	闯		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0464	创立		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0465	创新		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0466	创业		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0467	创作		b79-m1-comparison-evaluation	b7-culture-arts		id_mismatch_no_simp	no
L7-0468	吹牛	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0469	吹捧	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0470	垂直		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0471	锤		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0472	纯洁	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-virtues		simp_fallback	no
L7-0473	纯粹	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0474	词汇		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0475	词句		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0476	词曲		b79-m1-comparison-evaluation	b7-culture-arts		id_mismatch_no_simp	no
L7-0477	词序		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0478	磁带	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0479	磁盘	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0480	慈善	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-culture	polite	simp_fallback	no
L7-0481	慈祥	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-emotions	polite	simp_fallback	no
L7-0482	此外		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0483	次数		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0484	次序		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0485	刺		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0486	伺候	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0487	匆忙	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0488	丛		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0489	丛书		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0490	凑	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0491	凑合	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0492	粗鲁	b79-m1-hypothesis-speculation	b79-m1-comparison-evaluation	b7-social-behavior		simp_fallback	no
L7-0493	粗俗		b79-m1-comparison-evaluation	b7-social-behavior		id_mismatch_no_simp	no
L7-0494	粗心大意	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-idioms-behavior		simp_fallback	no
L7-0495	促使		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0496	催	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0497	催眠	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-health-medical		simp_fallback	no
L7-0498	璀璨		b79-m1-comparison-evaluation	b7-culture-arts		id_mismatch_no_simp	no
L7-0499	脆弱	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	no
L7-0500	存单		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0501	存款		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0502	存档		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0503	搓	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0504	磋商	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-diplomacy	polite	simp_fallback	no
L7-0505	挫折		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0506	搭		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0507	搭配		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0508	达成		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0509	答辩	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-academic-work		simp_fallback	no
L7-0510	答复		b79-m1-comparison-evaluation	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-0511	打包		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0512	打官司		b79-m1-comparison-evaluation	b7-politics-legal		id_mismatch_no_simp	no
L7-0513	打击		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0514	打量	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-behavior		simp_fallback	no
L7-0515	打猎	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-culture-sports		simp_fallback	no
L7-0516	打破		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0517	打扫		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0518	打听		b79-m1-comparison-evaluation	b7-social-nuance		id_mismatch_no_simp	no
L7-0519	打印机		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0520	打仗	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-military		simp_fallback	no
L7-0521	大巴		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0522	大白菜		b79-m1-comparison-evaluation	b7-nature-flora		id_mismatch_no_simp	no
L7-0523	大不如前		b79-m1-comparison-evaluation	b7-idioms-formal		id_mismatch_no_simp	no
L7-0524	大臣	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0525	大道		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0526	大度		b79-m1-comparison-evaluation	b7-social-virtues	polite	id_mismatch_no_simp	no
L7-0527	大多		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0528	大多数		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0529	大纲		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0530	大哥		b79-m1-comparison-evaluation	b7-social-nuance		id_mismatch_no_simp	no
L7-0531	大海		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0532	大家		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0533	大奖		b79-m1-comparison-evaluation	b7-culture-social		id_mismatch_no_simp	no
L7-0534	大街		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0535	大量		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0536	大脑		b79-m1-comparison-evaluation	b7-health-medical		id_mismatch_no_simp	no
L7-0537	大气	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-nature-geography		simp_fallback	no
L7-0538	大事		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0539	大手大脚		b79-m1-comparison-evaluation	b7-idioms-behavior		id_mismatch_no_simp	no
L7-0540	大使		b79-m1-comparison-evaluation	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0541	大使馆		b79-m1-comparison-evaluation	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0542	大厅		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0543	大小		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0544	大一		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0545	大意		b79-m1-comparison-evaluation	b7-social-behavior		simp_ambiguous	no
L7-0546	大约		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0547	大致		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0548	大众		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
