status	unit	id	simp	gloss_en	defs	example_zh	example_en	key_tokens
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0213	恶心	vice	vice | nausea	我觉得很恶心。	I feel nauseous.	vice,nausea
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0228	烦	to feel vexed	to feel vexed | to bother	他的问题让我很烦。	His questions are really annoying me.	feel,vexed,bother
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0330	怀念	to cherish the memory of	to cherish the memory of | to reminisce	我很怀念我的童年。	I think fondly of my childhood.	cherish,memory,reminisce
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0353	激动	to move emotionally	to move emotionally | to excite	太空跑步是历史上激动人心的时刻。	The space race was an exciting time in history.	move,emotionally,excite
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0444	苦	bitter	bitter	失業之後他捱過了一段非常艱苦的日子。	After losing his job, he went through a very difficult time.	bitter
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0481	了不起	amazing	amazing	这个可怜的年轻人最后成为了一个了不起的艺术家。	The poor young man finally became a great artist.	amazing
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0506	没想到	didn't expect	didn't expect	我从来没想到他能做到那么残忍的事。	I never thought he was capable of doing something so cruel.	didn,expect
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0541	宁静	tranquil	tranquil	他们在高山顶上建了自己的小城镇在那里过着宁静的生活。	There on the top of a high mountain they built a small town of their own and lived in peace.	tranquil
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0560	平静	tranquil	tranquil	暴风雨后，大海恢复了平静。	After the storm, the sea was quiet again.	tranquil
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0585	轻松	light	light	我们的任务到目前为止很轻松，但从现在开始将会变得很难。	Our task has been easy so far, but it will be difficult from now on.	light
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0600	热闹	bustling with noise and excitement	bustling with noise and excitement	市场上到处都很热闹。	There isn't a place in this market that isn't lively.	bustling,noise,excitement
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0661	受不了	unbearable	unbearable	湖上的冰太薄了，承受不了你的重量。	The ice on the lake is too thin to bear your weight.	unbearable
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0725	痛快	delighted	delighted	昨天我們玩得特別痛快!	Yesterday, we had a blast!	delighted
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0766	无聊	bored	bored	这部电影很无聊，最好的部分是结局。	This film is really boring - the best bit is when it finishes.	bored
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0769	无所谓	to be indifferent	to be indifferent | not to matter	我无所谓。	I don't care.	indifferent,not,matter
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0779	喜爱	to like	to like | to love	谁是你最喜爱的电视明星？	Who is your favorite TV star?	like,love
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0818	兴奋	excited	excited	他肯定是吃了兴奋剂才会跑得那么快。	He must have been on steroids to have run that fast.	excited
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0824	兴趣	hobby	hobby	你们对外语感兴趣吗？	Are you interested in foreign languages?	hobby
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0897	有劲儿	energetic; strong	energetic | strong	他干起活来真有劲儿。	He works with a lot of energy.	energetic,strong
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0923	在乎	to lie in	to lie in | to rest with	我的物理老师不在乎我是否逃课。	My physics teacher doesn't care if I skip classes.	lie,rest
REVIEW_EN_ALIGNMENT	b4-feelings	L4-0937	着急	to worry; to feel anxious	to worry | to feel anxious	别那么着急。	Don't be that worried.	worry,feel,anxious
REVIEW_EN_ALIGNMENT	b4-time	L4-0567	期间	period of time	period of time | time	她休假期间花了一大笔钱。	She spent a good deal of money on her vacation.	period,time
REVIEW_EN_ALIGNMENT	b4-time	L4-0591	秋季	autumn	autumn	這個秋季有很多颱風。	We have had lots of typhoons this fall.	autumn
REVIEW_EN_ALIGNMENT	b4-time	L4-0649	事先	in advance	in advance	請你事先把計劃告訴我。	Please let me know the schedule beforehand.	advance
REVIEW_EN_ALIGNMENT	b4-time	L4-0832	学时	class hour	class hour	我小孩子时，我放学时打棒球了。	When I was a little child, I used to play baseball after school.	class,hour
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0121	词汇	vocabulary	vocabulary	你应该宁可用词汇来造句，也不要试着死记硬背。	You should use words to make sentences, rather than try to learn them with rote memorisation.	vocabulary
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0264	高潮	high tide; high water	high tide | high water	电影到了高潮，全场观众都安静了下来。	When the movie reached its climax, the whole audience became quiet.	high,tide,water
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0305	含量	content	content	这个词指的是由于大气层里二氧化碳含量增多而导致全球变暖。	It is a term used to describe the warming of the earth due to increasing amounts of carbon dioxide in the atmosphere.	content
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0396	交际	communication	communication	我可以做中英双向翻译，参加跟外国人交际谈判。	I can translate between Chinese and English, and can participate in negotiations with foreigners.	communication
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0443	口语	colloquial speech	colloquial speech	虽然他考得很好，他口语的汉语不见得比你的好。	Although he did well in the exam, his spoken Chinese is not necessarily as good as yours.	colloquial,speech
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0458	来源	origin	origin	什么是您最大的灵感来源？	What is your greatest source of inspiration?	origin
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0504	没错	that's right	that's right | that's good	你完全没错。	You are not at all wrong.	right,good
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0783	细节	details; particulars	details	翻译正在试图给尽可能多的细节和消息。	The interpreter tries to give the most detail and information possible.	details,particulars
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0820	形势	circumstances	circumstances	两相比较，他那边的形势更不利一些。	The comparison between the two was to his disadvantage.	circumstances
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0875	疑问	question	question	宇宙毫无疑问是无限的。	There's no doubt that the universe is infinite.	question
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0903	语音	speech sounds	speech sounds	这个软件的语音识别功能很强。	This software has strong voice recognition capability.	speech,sounds
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0969	主题	theme	theme	演讲者不熟悉他的主题，说得又不好，总之，他很糟糕。	The speaker didn't know his subject, nor did he speak well; in short, he was disappointing.	theme
REVIEW_EN_ALIGNMENT	b4-communication-language	L4-0989	字母	letter	letter	写下你名字的大写字母。	Write your name in capitals.	letter
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0017	败	to defeat	to defeat | to lose	他试图游过河，但是失败了。	He failed in his attempt to swim across the river.	defeat,lose
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0040	避免	to avert	to avert | to avoid	有一天我去法国是无可避免的，我只是不知道何时。	It is inevitable that I go to France someday, I just don't know when.	avert,avoid
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0041	编	to weave	to weave | to edit	她忙着编织。	She was busy with her knitting.	weave,edit
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0056	布置	to put in order	to put in order | to deploy	老师给我们布置了家庭作业。	The teacher gave us homework.	put,order,deploy
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0090	承担	to undertake	to undertake | to assume	父母承担教育子女的责任。	Parents are responsible for their children's education.	undertake,assume
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0158	担保	to guarantee	to guarantee | to vouch for	我当你的担保人.	I will be your guarantor.	guarantee,vouch
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0204	度过	to pass	to pass | to spend	我在学校度过了三年。	I spent three years at school.	pass,spend
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0243	纷纷	one after another	one after another | one by one	眾人紛紛結伴跳起了舞來。	Everyone paired off and began dancing.	after,another
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0244	奋斗	to strive; to struggle	to strive | to struggle	他们奋斗的目标是消灭天花。	They are struggling with the goal of wiping out smallpox.	strive,struggle
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0254	符合	coincidence	coincidence	你的条件不符合我们的要求。	Your conditions do not meet our requirements.	coincidence
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0255	付出	to expend	to expend | to pay	如果你想成功，必先付出努力。	You have to make efforts if you are to succeed.	expend,pay
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0269	隔	to separate	to separate | to partition	每隔四年，奥运会举行一次。	The Olympic Games take place at intervals of four years.	separate,partition
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0270	隔开	to separate	to separate	海洋不是将世界分隔开来，而是将世界连接起来	Oceans do not so much divide the world as unite it.	separate
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0293	光临	to attend	to attend | to honor with one's presence	欢迎光临。	Welcome (to a shop/event).	attend,honor,presence
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0346	获得	to obtain; to receive; to get	to obtain | to get	他获得了诺贝尔文学奖。	He won the Nobel Prize for Literature.	obtain,receive,get
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0348	获取	to gain; to get; to acquire	to gain | to get	我可以免费获取一份注册表格。	I am able to obtain a registration form for free.	gain,get,acquire
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0359	急忙	hastily	hastily	我們急忙跑向火。	We hurried in the direction of the fire.	hastily
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0409	尽力	to strive one's hardest; to spare no effort	to strive one's hardest | to spare no effort	我尽力奔跑。	I ran as fast as I could.	strive,hardest,spare,effort
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0424	具备	to possess	to possess | to have	孩子学钢琴要具备哪些条件？	What are the prerequisites for a child to learn the piano?	possess,have
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0456	来不及	it's too late	it's too late	时间来不及了，快走。	There is no time, let's go quickly.	too,late
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0505	没法儿	couldn't be	couldn't be	因為開關壞了，我沒法兒把它打開。	I can't turn it on, because the switch is broken.	couldn
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0644	使劲	to exert all one's strength	to exert all one's strength	我想, 在艰难的时候, 你想哭就使劲哭吧。	I think that, in tough times, you can cry as much as you want.	exert,all,strength
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0683	松	loose	loose	我们的任务到目前为止很轻松，但从现在开始将会变得很难。	Our task has been easy so far, but it will be difficult from now on.	loose
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0689	随手	conveniently	conveniently	當他寫字時, 他總是隨手拿著一本字典。	When he writes, he always keeps a dictionary at hand.	conveniently
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0711	挑	to carry on a shoulder pole	to carry on a shoulder pole | to pick	我挑不出他的毛病。	I cannot find fault with him.	carry,shoulder,pole,pick
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0712	挑选	to choose	to choose | to select	这将会是巨大的，如果你可以挑选一些面包，然后再回家。	It'd be great if you could pick up some bread before you come home.	choose,select
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0714	挑	to carry on a shoulder pole	to carry on a shoulder pole | to poke	我挑不出他的毛病。	I cannot find fault with him.	carry,shoulder,pole,poke
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0765	无法	unable to; incapable of	unable to	我无法想象另一个星球上的生物。	I can't imagine what creatures living on another planet are like.	unable,incapable
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0782	细	thin or slender	thin or slender | thin and soft	援救人员为了找到孩子，仔细搜索了那个区域。	The rescue worker searched the area, looking for the child.	thin,slender,soft
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0797	相处	to interact	to interact | to associate	他和他所有的同学相处融洽。	He's getting along well with all of his classmates.	interact,associate
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0865	依靠	to depend on	to depend on | to rely on sth	我没什么可依靠的了。	I have nothing to fall back on.	depend,rely,sth
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0939	折	to snap	to snap | to bend	价钱可以打折吗？	Can the price be discounted?	snap,bend
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0957	治	to rule	to rule | to treat	他们午饭吃了三明治。	They ate sandwiches for lunch.	rule,treat
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0963	中奖	to win a prize	to win a prize	我中奖了。	I won the lottery.	win,prize
REVIEW_EN_ALIGNMENT	b4-verbs	L4-0983	追求	to woo	to woo | to seek after	有些人只追求快乐。	Some people pursue only pleasure.	woo,seek,after
REVIEW_EN_ALIGNMENT	b4-objects	L4-0023	宝	jewel	jewel	她给客人看了她的宝宝。	She showed the visitor her baby.	jewel
REVIEW_EN_ALIGNMENT	b4-objects	L4-0125	刺	thorn	thorn	如何料理黑鲷：做刺身是最好吃的。	How to prepare black porgy: It's tastiest as sashimi.	thorn
REVIEW_EN_ALIGNMENT	b4-objects	L4-0060	材料	data	data	她为一本书收集材料。	She is collecting material for a book.	data
REVIEW_EN_ALIGNMENT	b4-objects	L4-0156	袋	pouch	pouch	这几天我脑袋里的事情太多了。	I have too many things on my mind these days.	pouch
REVIEW_EN_ALIGNMENT	b4-objects	L4-0429	卷	to roll up	to roll up | a roll	由于产量过剩，卷心菜的价格下降了。	The price of cabbage fell because of overproduction.	roll
REVIEW_EN_ALIGNMENT	b4-objects	L4-0453	垃圾	trash	trash	為了避開警方的追捕，狄馬只好在垃圾箱裏過了一晚。	Hiding from the police, Dima spent the night in a dumpster.	trash
REVIEW_EN_ALIGNMENT	b4-objects	L4-0495	轮	wheel; disk; ring	wheel	轮胎漏气了。	The tire leaks air.	wheel,disk,ring
REVIEW_EN_ALIGNMENT	b4-objects	L4-0499	论文	paper	paper | to discuss a paper or thesis	我最近真忙于我的毕业论文。	I've been really busy with my graduation dissertation recently.	paper,discuss,thesis
REVIEW_EN_ALIGNMENT	b4-objects	L4-0547	牌	plate	plate	他曾经被授予金牌。	He's been awarded a gold medal once.	plate
REVIEW_EN_ALIGNMENT	b4-objects	L4-0800	箱子	suitcase	suitcase	这箱子是空的，里面什么也没有。	This box is empty. It has nothing in it.	suitcase
REVIEW_EN_ALIGNMENT	b4-objects	L4-0805	相片	image	image	你可以隨意把相片送給想要它的人。	You may give this picture to whoever wants it.	image
REVIEW_EN_ALIGNMENT	b4-objects	L4-0904	玉	jade	jade	波本威士忌是用玉米做的。	Bourbon is made from corn.	jade
REVIEW_EN_ALIGNMENT	b4-objects	L4-0940	针	needle	needle	她放下手中的针线活，并站了起来。	She put aside the sewing and stood up.	needle
REVIEW_EN_ALIGNMENT	b4-personality	L4-0029	保守	conservative	conservative	保守秘密。	Keep the secret.	conservative
REVIEW_EN_ALIGNMENT	b4-personality	L4-0035	笨	stupid	stupid	我的兄弟是个笨蛋。	My brother is an idiot.	stupid
REVIEW_EN_ALIGNMENT	b4-personality	L4-0084	沉默	taciturn	taciturn	我们保持了沉默。	We kept quiet.	taciturn
REVIEW_EN_ALIGNMENT	b4-personality	L4-0108	出色	remarkable; outstanding	remarkable	他在学校的表现很出色。	His performance at school is excellent.	remarkable,outstanding
REVIEW_EN_ALIGNMENT	b4-personality	L4-0128	粗	rude	rude	他们粗心大意，还没意识到危险。	They were carelessly unaware of the danger.	rude
REVIEW_EN_ALIGNMENT	b4-personality	L4-0143	大方	Dafang	Dafang | expert	她很大方地请大家。	She generously invited everyone.	dafang,expert
REVIEW_EN_ALIGNMENT	b4-personality	L4-0462	老实	honest; sincere	honest	老实说，我不喜欢他。	To tell the truth, I don't like him.	honest,sincere
REVIEW_EN_ALIGNMENT	b4-personality	L4-0540	能干	capable	capable	他是个能干的男人。	He is a man of ability.	capable
REVIEW_EN_ALIGNMENT	b4-personality	L4-0708	天真	naive	naive	我很惊讶你们竟然那么天真。	I'm surprised that you're so naïve.	naive
REVIEW_EN_ALIGNMENT	b4-personality	L4-0713	调皮	naughty	naughty	湯姆有點調皮搗蛋。	Tom is somewhat mischievous.	naughty
REVIEW_EN_ALIGNMENT	b4-personality	L4-0886	英勇	heroic	heroic	他英勇的行为带给了他光荣。	His acts of courage brought him glory.	heroic
REVIEW_EN_ALIGNMENT	b4-education	L4-0037	毕业	graduation	graduation	我爸爸是哈佛大学毕业的。	My father graduated from Harvard University.	graduation
REVIEW_EN_ALIGNMENT	b4-education	L4-0070	测试	beta	beta	Tom看上去对英语测试的结果很担心。	Tom looked worried about the result of an English test.	beta
REVIEW_EN_ALIGNMENT	b4-education	L4-0096	尺	a ruler	a ruler	我们有你的尺寸，但是没有那个颜色。	We have your size, but not in that color.	ruler
REVIEW_EN_ALIGNMENT	b4-education	L4-0570	期中	interim	interim	在假期中我無所事事。	I did nothing during the holidays.	interim
REVIEW_EN_ALIGNMENT	b4-education	L4-0833	学术	learning	learning	“放射性”是一个化学术语。	'Radioactivity' is a chemistry term.	learning
REVIEW_EN_ALIGNMENT	b4-education	L4-0848	研究生	graduate student	graduate student | research student	他研究生物學已經有差不多十年的時間了。	He has been engaged in the study of biology for nearly ten years.	graduate,student,research
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0047	冰	ice	ice	你会溜冰吗？	Can you skate?	ice
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0079	潮	tide	tide	这里的夏天很潮湿，另外，冬天很干燥。	It gets very humid here in the summer. In the winter, on the other hand, it gets very dry.	tide
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0081	潮湿	damp	damp	这里的夏天很潮湿，另外，冬天很干燥。	It gets very humid here in the summer. In the winter, on the other hand, it gets very dry.	damp
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0103	虫子	insect	insect	你找到几只虫子？	How many worms did you find?	insect
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0118	春季	springtime	springtime	春季的时候，中国北边很冷，所以在外边的花不开花。	North China is cold in spring, so flowers don't bloom outdoors.	springtime
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0246	风景	scenery; landscape	scenery	新疆有许多风景优美的地方。	There are many scenic places in Xinjiang.	scenery,landscape
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0274	根	root	root	布什继里根之后当上了总统。	Bush followed Reagan as president.	root
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0297	规律	rhythm	rhythm	我相信規律的運動。	I believe in exercising regularly.	rhythm
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0309	寒冷	frigid	frigid	有些植物无法适应寒冷。	Some plants cannot adapt themselves to the cold.	frigid
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0327	花	flower	flower	我发现他在花园里干活。	I found him working in the garden.	flower
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0340	火	hot	hot	火车站离这里不远。	The station is not far from here.	hot
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0365	季	season	season | the last month of a season	威尼斯的圣马可广场在夏季总是挤满了游客。	St Mark's Square in Venice is always swarming with tourists in the summer.	season,last,month
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0367	季节	time	time	这是我们多雨的季节。	It is our rainy season.	time
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0394	降温	to become cooler	to become cooler | to decline	明天开始降温。	It will start getting colder tomorrow.	become,cooler,decline
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0403	结构	structure	structure	经理打算改良公司的结构。	The manager wants to improve the company's structuring.	structure
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0612	森林	forest	forest	他在森林中迷了路。	He lost his way in the woods.	forest
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0615	闪电	lightning	lightning	一道闪电划破天空。	A sharp crack of thunder split the sky.	lightning
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0640	湿	moist	moist	天气又冷又湿。	The weather was not only cold, but also wet.	moist
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0791	鲜花	flower	flower	岸边开满了鲜花。	Blossoms have come out on the embankment.	flower
REVIEW_EN_ALIGNMENT	b4-nature-environment	L4-0862	叶子	marijuana	marijuana	叶子慢慢的飘落下来。	The leaves slowly fell.	marijuana
REVIEW_EN_ALIGNMENT	b4-places	L4-0012	巴士	motor coach	motor coach	请告诉我巴士站在哪里。	Please tell me where the bus stop is.	motor,coach
REVIEW_EN_ALIGNMENT	b4-places	L4-0112	处	to reside	to reside | to live	我们按例处罚了他。	We punished him according to the rules.	reside,live
REVIEW_EN_ALIGNMENT	b4-places	L4-0141	大巴	coach	coach	乘机场大巴去机场要多久？	How long does the airport bus take to the airport?	coach
REVIEW_EN_ALIGNMENT	b4-places	L4-0149	大陆	continent	continent	他从大陆回来了。	He returned from China.	continent
REVIEW_EN_ALIGNMENT	b4-places	L4-0169	倒车	to reverse	to reverse	他倒车入车库。	He backed his car into the garage.	reverse
REVIEW_EN_ALIGNMENT	b4-places	L4-0180	底	base	base	Tom躲在桌子底下。	Tom hid under the table.	base
REVIEW_EN_ALIGNMENT	b4-places	L4-0181	地方	region	region	沿着这条路直走，到第三个红绿灯的地方右转。	Go straight down this street and turn right at the third light.	region
REVIEW_EN_ALIGNMENT	b4-places	L4-0182	地面	floor	floor	我們感覺到地面在搖晃。	We felt the ground trembling.	floor
REVIEW_EN_ALIGNMENT	b4-places	L4-0184	地下	underground	underground	我意识到这个可怕的地下室是唯一可以救我们命的地方。	I realized then that this awful cellar was the only place that could save our lives.	underground
REVIEW_EN_ALIGNMENT	b4-places	L4-0192	顶	apex	apex	我们终于登上了富士山山顶。	We gained the top of Mt. Fuji at last.	apex
REVIEW_EN_ALIGNMENT	b4-places	L4-0222	法	France	France	他也会说法语。	He can also speak French.	france
REVIEW_EN_ALIGNMENT	b4-places	L4-0257	附近	nearby; neighboring	nearby	我叔叔住在学校附近。	My uncle lives near the school.	nearby,neighboring
REVIEW_EN_ALIGNMENT	b4-places	L4-0311	航班	sailing	sailing	请问，有去北京的航班吗？	Excuse me, is there a flight to Beijing?	sailing
REVIEW_EN_ALIGNMENT	b4-places	L4-0312	航空	aviation	aviation	航空公司在这里。	The airline office is here.	aviation
REVIEW_EN_ALIGNMENT	b4-places	L4-0321	后头	behind	behind	野兔被烏龜拋了在後頭。	The hare was outdistanced by the tortoise.	behind
REVIEW_EN_ALIGNMENT	b4-places	L4-0325	户	a household	a household	请把它充入我的账户。	Please add it to my account.	household
REVIEW_EN_ALIGNMENT	b4-places	L4-0374	家务	household duties	household duties	他主动帮他妈妈做家务。	He takes the initiative in helping his mother do the housework.	household,duties
REVIEW_EN_ALIGNMENT	b4-places	L4-0421	居住	to reside	to reside | to dwell	我在日本居住。	I live in Japan.	reside,dwell
REVIEW_EN_ALIGNMENT	b4-places	L4-0422	局	office	office	我们必须设法打破这个僵局。	We must try to break the deadlock.	office
REVIEW_EN_ALIGNMENT	b4-places	L4-0460	老家	native place	native place | place of origin	他住得离老家很远。	He lives far away from his hometown.	native,place,origin
REVIEW_EN_ALIGNMENT	b4-places	L4-0496	轮船	steamship; steamer; steamboat	steamship	他们坐轮船去旅行。	They are traveling by ship.	steamship,steamer,steamboat
REVIEW_EN_ALIGNMENT	b4-places	L4-0538	内部	interior	interior	電腦內部計時器內的紐扣電池沒電了。	The button battery in the PC's internal timer has gone flat.	interior
REVIEW_EN_ALIGNMENT	b4-places	L4-0544	暖气	central heating	central heating	暖气坏了。	The heater is broken.	central,heating
REVIEW_EN_ALIGNMENT	b4-places	L4-0575	汽油	gasoline	gasoline	没汽油了。	We ran out of gas.	gasoline
REVIEW_EN_ALIGNMENT	b4-places	L4-0625	设施	facilities	facilities	小区安全吗？夜晚有照明设施吗？	Is this community safe? Are there lighting installations for the night?	facilities
REVIEW_EN_ALIGNMENT	b4-places	L4-0646	市区	urban district	general term	在市区内，数度被限制在每小时五十公里以内。	In towns, speed is limited to 50 km/h.	urban,district,general,term
REVIEW_EN_ALIGNMENT	b4-places	L4-0694	台阶	steps	steps | flight of steps	小心台阶。	Mind the step.	steps,flight
REVIEW_EN_ALIGNMENT	b4-places	L4-0733	途中	en route	en route	他在回家途中出了意外。	He had an accident on his way home.	route
REVIEW_EN_ALIGNMENT	b4-places	L4-0757	位于	to be located at	to be located at | to lie	教堂位于山脚。	The church is at the foot of a mountain.	located,lie
REVIEW_EN_ALIGNMENT	b4-places	L4-0758	位置	position	position	地图帮助我们知道所在的位置。	A map helps us to know where we are.	position
REVIEW_EN_ALIGNMENT	b4-places	L4-0795	县	county	general term	我住在兵库县。	I live in Hyogo.	county,general,term
REVIEW_EN_ALIGNMENT	b4-places	L4-0838	牙刷	toothbrush	toothbrush	把你的牙刷干净。	Brush your teeth clean.	toothbrush
REVIEW_EN_ALIGNMENT	b4-food	L4-0300	果实	gains	gains	他们的友情酝酿成爱情的果实。	Their friendship ripened into a deep love.	gains
REVIEW_EN_ALIGNMENT	b4-food	L4-0455	辣	pungent	pungent	这里的菜很辣。	The food here is very spicy.	pungent
REVIEW_EN_ALIGNMENT	b4-food	L4-0478	粮食	foodstuff	foodstuff	他們想栽培新品種的米來增加糧食生產。	They want to increase food production by growing new kinds of rice.	foodstuff
REVIEW_EN_ALIGNMENT	b4-food	L4-0549	盘子	tray	tray	塑料盘子在烤箱里会化的。	A plastic dish will melt on the stove.	tray
REVIEW_EN_ALIGNMENT	b4-food	L4-0687	酸	sour	sour	酸雨不是自然现象。	Acid rain is not a natural phenomenon.	sour
REVIEW_EN_ALIGNMENT	b4-food	L4-0697	套餐	set meal	set meal	我想要点当日套餐。	I'd like to buy menu of the day.	set,meal
REVIEW_EN_ALIGNMENT	b4-food	L4-0759	味儿	taste	taste	这儿连空气都有辣味儿	Even the air's spicy here.	taste
REVIEW_EN_ALIGNMENT	b4-food	L4-0793	咸	salted	salted	你不能喝海水，因为它太咸了。	You can't drink seawater because it is too salty.	salted
REVIEW_EN_ALIGNMENT	b4-food	L4-0816	新鲜	novel	novel	看见新鲜龙虾，我有了食欲。	The sight of fresh lobster gave me an appetite.	novel
REVIEW_EN_ALIGNMENT	b4-technology	L4-0076	唱片	gramophone record	gramophone record	我沒有 CD 播放機，但還是把唱片買下來了。	I don't have a CD player, but I bought the CD anyway.	gramophone,record
REVIEW_EN_ALIGNMENT	b4-technology	L4-0093	程序	procedures	procedures	我编译这个程序有些困难。	I'm having some problems compiling this software.	procedures
REVIEW_EN_ALIGNMENT	b4-technology	L4-0100	充电	to recharge	to recharge | to recharge one's batteries	我把充电器的型号记下了。	I've memorized the model number of the charger.	recharge,batteries
REVIEW_EN_ALIGNMENT	b4-technology	L4-0217	耳机	headphones	headphones	保镖戴着耳机。	The bodyguard was wearing an earpiece.	headphones
REVIEW_EN_ALIGNMENT	b4-technology	L4-0294	光盘	DVD	DVD	我有不低于一千片光盘。	I have no less than one thousand records.	dvd
REVIEW_EN_ALIGNMENT	b4-technology	L4-0515	密码	cipher; secret code	cipher	密码是"Muiriel"。	The password is "Muiriel".	cipher,secret,code
REVIEW_EN_ALIGNMENT	b4-technology	L4-0670	数码	number	number	我要给我自己买一个新照相机，这次要数码的。	I'm going to buy myself a new camera, digital this time.	number
REVIEW_EN_ALIGNMENT	b4-technology	L4-0749	微信	Weixin or WeChat	Weixin or WeChat	能加你微信吗？	Can I have your number?	weixin,wechat
REVIEW_EN_ALIGNMENT	b4-technology	L4-0822	型号	type	type	我把充电器的型号记下了。	I've memorized the model number of the charger.	type
REVIEW_EN_ALIGNMENT	b4-technology	L4-0960	智能	intelligent	intelligent	AI 代表人工智能。	AI stands for artificial intelligence.	intelligent
REVIEW_EN_ALIGNMENT	b4-technology	L4-0982	装置	to install	to install	装置被牢牢地固定在天花板上。	The device is attached fast to the ceiling.	install
